fips,Agriculture,Mining,Construction,Manufacturing,Retail,Finance,Professional Services,Health Care,Government
19067,121.0,0.0,186.0,1526.0,728.0,212.0,84.0,0.0,302.0
19069,244.0,0.0,261.0,1028.0,344.0,94.0,47.0,0.0,215.0
19071,111.0,0.0,93.0,232.0,318.0,65.0,0.0,0.0,154.0
19073,93.0,0.0,76.0,754.0,348.0,132.0,0.0,0.0,17.0
19075,357.0,0.0,666.0,208.0,317.0,0.0,0.0,0.0,214.0
19077,229.0,0.0,262.0,196.0,293.0,142.0,126.0,446.0,273.0
19079,0.0,0.0,303.0,837.0,736.0,190.0,97.0,0.0,372.0
19081,0.0,0.0,182.0,2877.0,375.0,74.0,179.0,0.0,211.0
19083,0.0,0.0,554.0,448.0,801.0,259.0,154.0,0.0,446.0
19085,83.0,0.0,162.0,409.0,448.0,136.0,108.0,0.0,275.0
19087,0.0,0.0,278.0,1771.0,909.0,151.0,150.0,798.0,601.0
19089,299.0,0.0,215.0,1250.0,458.0,159.0,0.0,268.0,201.0
19091,0.0,0.0,271.0,874.0,409.0,107.0,0.0,277.0,175.0
19093,111.0,0.0,149.0,1469.0,256.0,191.0,0.0,424.0,11.0
19095,0.0,0.0,393.0,3648.0,921.0,78.0,171.0,604.0,29.0
19097,0.0,0.0,260.0,877.0,912.0,225.0,136.0,0.0,240.0
19099,0.0,0.0,937.0,1225.0,1530.0,288.0,402.0,1336.0,349.0
19101,0.0,0.0,233.0,794.0,896.0,1050.0,332.0,0.0,299.0
19103,0.0,0.0,2849.0,4911.0,9289.0,1711.0,2725.0,9561.0,3086.0
19105,0.0,0.0,633.0,766.0,739.0,190.0,149.0,799.0,303.0
19107,0.0,0.0,102.0,188.0,222.0,0.0,38.0,0.0,22.0
19109,319.0,0.0,364.0,1456.0,702.0,405.0,191.0,0.0,40.0
19111,0.0,0.0,877.0,3793.0,1573.0,356.0,238.0,0.0,927.0
19113,153.0,120.0,7868.0,18529.0,12494.0,7417.0,5897.0,17503.0,4141.0
19115,0.0,0.0,91.0,1713.0,174.0,64.0,0.0,321.0,32.0
19117,48.0,0.0,86.0,400.0,330.0,74.0,74.0,0.0,49.0
19119,0.0,0.0,284.0,658.0,398.0,183.0,169.0,488.0,7.0
19121,164.0,96.0,347.0,244.0,594.0,190.0,148.0,303.0,248.0
19123,0.0,0.0,257.0,1920.0,988.0,154.0,132.0,617.0,301.0
19125,0.0,0.0,622.0,8599.0,1692.0,319.0,394.0,2325.0,587.0
19127,0.0,0.0,451.0,4201.0,1801.0,347.0,356.0,1965.0,627.0
19129,0.0,0.0,212.0,236.0,388.0,105.0,135.0,337.0,30.0
19131,0.0,0.0,230.0,1071.0,282.0,118.0,56.0,252.0,179.0
19133,0.0,0.0,88.0,58.0,338.0,96.0,0.0,0.0,22.0
19135,0.0,0.0,137.0,1398.0,228.0,7.0,0.0,0.0,20.0
19137,0.0,0.0,243.0,611.0,426.0,123.0,0.0,0.0,211.0
19139,0.0,0.0,700.0,6989.0,1973.0,399.0,805.0,1756.0,763.0
19141,265.0,0.0,230.0,790.0,736.0,252.0,194.0,1152.0,350.0
19143,755.0,5.0,117.0,342.0,138.0,0.0,27.0,339.0,14.0
19145,0.0,0.0,187.0,1432.0,700.0,153.0,0.0,1043.0,289.0
19147,259.0,0.0,214.0,487.0,402.0,102.0,37.0,0.0,18.0
19149,0.0,0.0,361.0,3026.0,1080.0,328.0,0.0,1250.0,50.0
19151,0.0,0.0,49.0,435.0,232.0,0.0,38.0,0.0,206.0
19153,229.0,49.0,20871.0,19916.0,30421.0,31576.0,20161.0,41123.0,16282.0
19155,0.0,0.0,2353.0,5474.0,5503.0,875.0,1073.0,5576.0,1767.0
19157,0.0,0.0,693.0,1890.0,941.0,788.0,191.0,0.0,263.0
19159,0.0,0.0,0.0,0.0,131.0,28.0,77.0,215.0,27.0
19161,0.0,0.0,118.0,511.0,322.0,0.0,60.0,462.0,259.0
19163,191.0,28.0,6659.0,11636.0,11587.0,2870.0,3338.0,13244.0,3082.0
19165,132.0,0.0,150.0,762.0,454.0,245.0,119.0,0.0,10.0
19167,1524.0,48.0,2017.0,6039.0,1861.0,583.0,463.0,2803.0,619.0
19169,0.0,0.0,1913.0,5083.0,5211.0,859.0,2457.0,4483.0,3325.0
19171,0.0,0.0,133.0,1004.0,547.0,128.0,84.0,0.0,741.0
19173,100.0,0.0,58.0,633.0,133.0,0.0,23.0,205.0,166.0
19175,0.0,0.0,288.0,1094.0,746.0,138.0,94.0,538.0,222.0
19177,0.0,0.0,57.0,501.0,216.0,51.0,49.0,192.0,10.0
19179,0.0,0.0,587.0,3721.0,2066.0,240.0,305.0,2038.0,605.0
19181,105.0,0.0,1354.0,862.0,2058.0,399.0,471.0,1643.0,756.0
19183,0.0,0.0,867.0,926.0,1022.0,197.0,190.0,1350.0,58.0
19185,12.0,0.0,38.0,639.0,162.0,40.0,45.0,158.0,136.0
19187,102.0,63.0,1382.0,2614.0,2304.0,370.0,288.0,2584.0,1085.0
19189,282.0,0.0,174.0,306.0,506.0,171.0,149.0,0.0,237.0
19191,0.0,0.0,610.0,1441.0,1313.0,304.0,235.0,861.0,367.0
19193,0.0,0.0,3020.0,7387.0,6830.0,1377.0,1060.0,8148.0,2293.0
19195,0.0,0.0,106.0,608.0,151.0,0.0,0.0,197.0,154.0
19197,935.0,0.0,188.0,1490.0,440.0,141.0,81.0,0.0,268.0
19999,0.0,0.0,0.0,4.0,298.0,3003.0,1414.0,0.0,18.0
20000,13016.0,6171.0,71887.0,174537.0,142325.0,57614.0,79772.0,220282.0,85583.0
20001,13.0,142.0,137.0,1528.0,566.0,106.0,96.0,529.0,540.0
20003,35.0,48.0,138.0,115.0,523.0,112.0,60.0,0.0,308.0
20005,0.0,0.0,290.0,675.0,577.0,267.0,226.0,3.0,396.0
20007,34.0,95.0,33.0,181.0,187.0,32.0,40.0,237.0,187.0
20009,275.0,382.0,721.0,1034.0,1516.0,492.0,6.0,100.0,592.0
20011,43.0,20.0,224.0,1099.0,645.0,288.0,115.0,8.0,432.0
20013,0.0,0.0,104.0,933.0,470.0,153.0,123.0,0.0,400.0
20015,131.0,92.0,1408.0,1927.0,2126.0,460.0,704.0,3154.0,1584.0
20017,0.0,0.0,17.0,115.0,40.0,0.0,1.0,0.0,152.0
20019,36.0,52.0,16.0,41.0,87.0,12.0,1.0,134.0,104.0
20021,0.0,0.0,537.0,1642.0,406.0,137.0,1.0,655.0,374.0
20023,0.0,0.0,0.0,0.0,0.0,0.0,21.0,179.0,90.0
20025,110.0,7.0,0.0,0.0,64.0,0.0,22.0,229.0,73.0
20027,108.0,0.0,111.0,222.0,444.0,0.0,66.0,286.0,303.0
20029,0.0,0.0,107.0,270.0,453.0,0.0,131.0,0.0,300.0
20031,14.0,38.0,125.0,144.0,338.0,0.0,65.0,212.0,345.0
20033,28.0,13.0,6.0,38.0,59.0,0.0,1.0,55.0,93.0
20035,26.0,60.0,388.0,3660.0,1319.0,327.0,4.0,664.0,945.0
20037,106.0,56.0,870.0,2791.0,1871.0,334.0,399.0,2571.0,1146.0
20039,0.0,0.0,2.0,0.0,67.0,25.0,49.0,0.0,171.0
20041,108.0,6.0,243.0,1639.0,663.0,195.0,5.0,768.0,458.0
20043,0.0,0.0,181.0,514.0,124.0,59.0,32.0,301.0,228.0
20045,84.0,16.0,2175.0,5108.0,5648.0,1099.0,3574.0,6703.0,2445.0
20047,0.0,0.0,61.0,94.0,69.0,20.0,2.0,129.0,83.0
20049,16.0,17.0,0.0,0.0,43.0,0.0,2.0,13.0,111.0
20051,39.0,449.0,617.0,837.0,2140.0,416.0,376.0,3233.0,860.0
20053,13.0,61.0,54.0,310.0,146.0,0.0,98.0,350.0,449.0
20055,671.0,292.0,874.0,4681.0,2623.0,504.0,283.0,2122.0,1224.0
20057,326.0,17.0,529.0,6835.0,1667.0,264.0,318.0,171.0,973.0
20059,118.0,62.0,563.0,817.0,1170.0,127.0,498.0,0.0,527.0
20061,0.0,0.0,189.0,931.0,1348.0,233.0,694.0,1655.0,2057.0
20063,130.0,17.0,41.0,82.0,190.0,38.0,5.0,140.0,108.0
20065,18.0,106.0,0.0,0.0,58.0,3.0,32.0,175.0,154.0
20067,294.0,61.0,138.0,119.0,250.0,0.0,67.0,140.0,202.0
20069,630.0,0.0,264.0,101.0,200.0,0.0,154.0,188.0,170.0
20071,92.0,0.0,3.0,0.0,86.0,31.0,3.0,134.0,87.0
20073,28.0,75.0,71.0,96.0,180.0,0.0,58.0,220.0,227.0
20075,0.0,0.0,0.0,0.0,58.0,167.0,1.0,13.0,107.0
20077,73.0,53.0,69.0,526.0,332.0,0.0,1.0,213.0,207.0
20079,51.0,30.0,690.0,3186.0,1401.0,293.0,307.0,0.0,753.0
20081,573.0,60.0,107.0,85.0,101.0,0.0,3.0,127.0,119.0
20083,136.0,0.0,0.0,0.0,53.0,26.0,11.0,87.0,111.0
20085,0.0,0.0,152.0,314.0,428.0,103.0,79.0,0.0,702.0
20087,0.0,0.0,843.0,227.0,262.0,0.0,134.0,349.0,380.0
20089,0.0,0.0,0.0,0.0,60.0,19.0,9.0,74.0,155.0
20091,178.0,362.0,18143.0,24465.0,36988.0,24381.0,38522.0,53521.0,12226.0
20093,0.0,0.0,0.0,0.0,105.0,69.0,9.0,222.0,176.0
20095,52.0,32.0,661.0,332.0,265.0,95.0,51.0,0.0,214.0
20097,0.0,0.0,0.0,0.0,58.0,21.0,0.0,133.0,153.0
20099,0.0,0.0,105.0,1971.0,820.0,208.0,110.0,1280.0,531.0
20101,158.0,0.0,0.0,0.0,26.0,0.0,0.0,64.0,86.0
20103,0.0,0.0,1375.0,1238.0,2059.0,641.0,1316.0,3315.0,4005.0
20105,39.0,0.0,50.0,0.0,64.0,0.0,19.0,53.0,130.0
20107,52.0,45.0,158.0,156.0,212.0,70.0,3.0,0.0,326.0
20109,0.0,0.0,27.0,36.0,119.0,0.0,2.0,162.0,409.0
20111,0.0,0.0,333.0,4085.0,1709.0,265.0,303.0,1968.0,754.0
20113,71.0,55.0,850.0,5559.0,1193.0,438.0,14.0,2271.0,631.0
20115,123.0,5.0,165.0,463.0,328.0,0.0,105.0,142.0,372.0
20117,0.0,0.0,238.0,1088.0,564.0,174.0,133.0,0.0,318.0
20119,0.0,0.0,191.0,41.0,113.0,0.0,1.0,131.0,171.0
20121,65.0,32.0,821.0,595.0,1050.0,297.0,285.0,1718.0,624.0
20123,173.0,27.0,163.0,382.0,398.0,0.0,73.0,274.0,274.0
20125,127.0,40.0,705.0,2906.0,1394.0,252.0,14.0,2.0,823.0
20127,0.0,0.0,64.0,153.0,155.0,54.0,7.0,137.0,176.0
20129,32.0,35.0,0.0,0.0,0.0,0.0,24.0,85.0,138.0
20131,0.0,0.0,301.0,1450.0,413.0,0.0,153.0,877.0,246.0
20133,80.0,61.0,197.0,1439.0,759.0,206.0,133.0,500.0,742.0
20135,9.0,168.0,24.0,26.0,70.0,0.0,21.0,182.0,112.0
20137,0.0,0.0,47.0,245.0,234.0,93.0,35.0,111.0,357.0
20139,0.0,0.0,179.0,126.0,354.0,122.0,231.0,255.0,357.0
20141,7.0,14.0,19.0,104.0,138.0,48.0,67.0,244.0,128.0
20143,25.0,0.0,14.0,216.0,80.0,60.0,32.0,212.0,150.0
20145,127.0,0.0,144.0,0.0,167.0,66.0,48.0,867.0,355.0
20147,100.0,26.0,38.0,275.0,235.0,0.0,2.0,183.0,316.0
20149,0.0,0.0,766.0,1913.0,1289.0,281.0,328.0,100.0,468.0
20151,257.0,271.0,153.0,115.0,697.0,120.0,92.0,0.0,445.0
20153,60.0,0.0,56.0,84.0,93.0,0.0,12.0,75.0,140.0
20155,213.0,110.0,1382.0,3641.0,2814.0,873.0,747.0,3875.0,1784.0
20157,0.0,0.0,25.0,289.0,238.0,69.0,57.0,0.0,210.0
20159,261.0,136.0,223.0,464.0,212.0,0.0,163.0,224.0,307.0
20161,0.0,0.0,1808.0,721.0,3446.0,1190.0,1921.0,3686.0,2208.0
20163,27.0,98.0,0.0,0.0,167.0,73.0,52.0,251.0,292.0
20165,0.0,0.0,65.0,211.0,78.0,33.0,1.0,50.0,137.0
20167,25.0,184.0,98.0,314.0,238.0,0.0,54.0,15.0,348.0
20169,0.0,0.0,1349.0,4936.0,3356.0,741.0,1486.0,5440.0,1722.0
20171,493.0,6.0,109.0,44.0,186.0,0.0,49.0,213.0,150.0
20173,132.0,441.0,15067.0,46746.0,27026.0,7465.0,12389.0,38382.0,10152.0
20175,162.0,274.0,0.0,0.0,1192.0,168.0,133.0,467.0,673.0
20177,37.0,58.0,4545.0,8198.0,8594.0,5458.0,5523.0,19781.0,11572.0
20179,0.0,0.0,0.0,0.0,82.0,0.0,0.0,157.0,87.0
20181,0.0,0.0,56.0,30.0,387.0,106.0,85.0,132.0,246.0
20183,0.0,0.0,46.0,27.0,119.0,35.0,31.0,262.0,158.0
20185,109.0,16.0,19.0,0.0,80.0,0.0,45.0,96.0,229.0
20187,175.0,0.0,0.0,0.0,52.0,31.0,1.0,116.0,94.0
20189,294.0,300.0,50.0,117.0,126.0,0.0,28.0,214.0,186.0
20191,91.0,24.0,158.0,383.0,600.0,280.0,201.0,690.0,524.0
20193,0.0,0.0,229.0,111.0,641.0,128.0,131.0,0.0,279.0
20195,0.0,0.0,17.0,38.0,92.0,0.0,1.0,153.0,168.0
20197,47.0,76.0,130.0,251.0,127.0,0.0,1.0,0.0,181.0
20199,63.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,99.0
20201,165.0,0.0,119.0,186.0,173.0,0.0,90.0,242.0,268.0
20203,152.0,0.0,22.0,43.0,55.0,0.0,7.0,125.0,69.0
20205,0.0,0.0,349.0,915.0,227.0,70.0,36.0,496.0,218.0
20207,30.0,56.0,0.0,0.0,69.0,0.0,1.0,73.0,153.0
20209,24.0,60.0,5295.0,10385.0,7303.0,840.0,2244.0,20509.0,3358.0
20999,0.0,0.0,1109.0,0.0,0.0,3540.0,1152.0,3776.0,1936.0
21000,9084.0,7858.0,93627.0,257516.0,210031.0,72847.0,89547.0,313453.0,94574.0
21001,0.0,0.0,188.0,340.0,762.0,192.0,0.0,0.0,260.0
21003,39.0,0.0,143.0,1239.0,443.0,83.0,0.0,0.0,209.0
21005,0.0,0.0,0.0,1062.0,743.0,127.0,125.0,385.0,111.0
21007,66.0,0.0,159.0,492.0,214.0,29.0,0.0,0.0,36.0
21009,0.0,0.0,719.0,1819.0,2609.0,564.0,392.0,2736.0,600.0
21011,0.0,0.0,262.0,0.0,170.0,75.0,56.0,20.0,147.0
21013,12.0,225.0,184.0,1109.0,1543.0,207.0,141.0,56.0,267.0
21015,0.0,0.0,2953.0,13255.0,9498.0,1912.0,2725.0,6690.0,2615.0
21017,0.0,0.0,318.0,1125.0,1131.0,171.0,0.0,618.0,322.0
21019,0.0,0.0,1522.0,1370.0,3227.0,641.0,959.0,7579.0,1382.0
21021,0.0,0.0,436.0,2122.0,1738.0,351.0,0.0,0.0,1068.0
21023,0.0,0.0,85.0,0.0,100.0,32.0,44.0,259.0,126.0
21025,0.0,0.0,53.0,0.0,461.0,80.0,49.0,0.0,368.0
21027,19.0,17.0,344.0,241.0,536.0,163.0,110.0,0.0,193.0
21029,0.0,0.0,1665.0,3789.0,2341.0,376.0,0.0,1540.0,1163.0
21031,0.0,0.0,115.0,1005.0,232.0,75.0,38.0,0.0,121.0
21033,0.0,0.0,68.0,1183.0,772.0,124.0,0.0,515.0,199.0
21035,0.0,0.0,698.0,1974.0,1919.0,385.0,551.0,895.0,438.0
21037,0.0,0.0,1600.0,2033.0,4012.0,680.0,2256.0,4932.0,1029.0
21039,76.0,0.0,77.0,42.0,71.0,0.0,0.0,185.0,57.0
21041,0.0,0.0,0.0,3248.0,639.0,64.0,0.0,15.0,194.0
21043,0.0,0.0,310.0,658.0,896.0,155.0,143.0,0.0,333.0
21045,0.0,0.0,192.0,1099.0,360.0,101.0,35.0,623.0,176.0
21047,130.0,77.0,718.0,6079.0,3532.0,580.0,1225.0,4885.0,2265.0
21049,67.0,11.0,686.0,2712.0,1828.0,240.0,622.0,1586.0,512.0
21051,0.0,21.0,101.0,193.0,567.0,91.0,112.0,1060.0,533.0
21053,15.0,24.0,65.0,1483.0,428.0,0.0,31.0,332.0,156.0
21055,0.0,0.0,46.0,413.0,258.0,0.0,29.0,0.0,127.0
21057,7.0,0.0,73.0,159.0,189.0,64.0,23.0,1179.0,117.0
21059,0.0,0.0,2187.0,7370.0,5607.0,2058.0,1106.0,9140.0,1396.0
21061,0.0,0.0,115.0,103.0,256.0,0.0,12.0,0.0,142.0
21063,0.0,0.0,0.0,0.0,42.0,0.0,0.0,104.0,360.0
21065,0.0,22.0,38.0,0.0,267.0,81.0,24.0,0.0,104.0
21067,1815.0,182.0,10813.0,11028.0,19599.0,6110.0,13635.0,29585.0,6587.0
21069,0.0,0.0,0.0,534.0,450.0,133.0,62.0,0.0,236.0
21071,0.0,0.0,407.0,197.0,1344.0,143.0,172.0,3208.0,883.0
21073,26.0,48.0,953.0,3361.0,2457.0,825.0,1458.0,2849.0,10346.0
21075,0.0,0.0,40.0,557.0,444.0,0.0,0.0,0.0,177.0
21077,0.0,0.0,37.0,0.0,150.0,34.0,40.0,0.0,117.0
21079,0.0,0.0,595.0,127.0,309.0,50.0,101.0,312.0,148.0
21081,0.0,0.0,0.0,546.0,892.0,93.0,0.0,0.0,377.0
21083,0.0,0.0,410.0,2303.0,1485.0,304.0,399.0,34.0,553.0
21085,0.0,0.0,380.0,1452.0,1042.0,222.0,0.0,1249.0,451.0
21087,0.0,0.0,0.0,81.0,228.0,36.0,76.0,0.0,82.0
21089,0.0,0.0,0.0,734.0,1007.0,234.0,317.0,1225.0,345.0
21091,16.0,0.0,152.0,2354.0,109.0,51.0,21.0,0.0,108.0
21093,0.0,0.0,1971.0,8654.0,6155.0,1156.0,1813.0,6186.0,5241.0
21095,0.0,0.0,86.0,79.0,844.0,112.0,236.0,0.0,283.0
21097,26.0,0.0,169.0,1191.0,593.0,58.0,0.0,0.0,275.0
21099,0.0,0.0,0.0,2590.0,434.0,82.0,39.0,0.0,157.0
21101,140.0,40.0,979.0,5003.0,1872.0,631.0,429.0,2114.0,718.0
21103,0.0,0.0,94.0,486.0,307.0,81.0,66.0,0.0,191.0
21105,86.0,0.0,0.0,0.0,91.0,0.0,0.0,165.0,31.0
21107,0.0,0.0,973.0,2060.0,2060.0,357.0,405.0,3228.0,719.0
21109,0.0,0.0,46.0,101.0,186.0,51.0,17.0,0.0,0.0
21111,144.0,152.0,22898.0,53624.0,42330.0,27766.0,27838.0,77570.0,12306.0
21113,0.0,0.0,1533.0,2274.0,2875.0,334.0,601.0,1609.0,633.0
21115,0.0,0.0,148.0,26.0,1350.0,148.0,155.0,917.0,437.0
21117,0.0,0.0,3440.0,7093.0,5826.0,4005.0,4490.0,12657.0,4550.0
21119,0.0,0.0,65.0,7.0,240.0,0.0,51.0,0.0,55.0
21121,0.0,26.0,155.0,1086.0,1207.0,133.0,424.0,0.0,375.0
21123,0.0,0.0,193.0,397.0,254.0,172.0,0.0,0.0,136.0
21125,0.0,0.0,888.0,3669.0,3649.0,477.0,606.0,3488.0,915.0
21127,0.0,11.0,103.0,48.0,622.0,69.0,68.0,0.0,156.0
21129,0.0,0.0,28.0,0.0,165.0,17.0,0.0,348.0,196.0
21131,0.0,0.0,6.0,5.0,171.0,0.0,21.0,0.0,180.0
21133,0.0,0.0,67.0,64.0,726.0,80.0,0.0,0.0,258.0
21135,0.0,0.0,163.0,236.0,181.0,60.0,0.0,400.0,81.0
21137,0.0,0.0,222.0,374.0,547.0,118.0,219.0,595.0,171.0
21139,0.0,0.0,686.0,95.0,200.0,0.0,58.0,310.0,143.0
21141,0.0,0.0,409.0,3140.0,913.0,229.0,217.0,0.0,409.0
21143,0.0,0.0,115.0,0.0,222.0,25.0,178.0,0.0,557.0
21145,36.0,0.0,2449.0,1930.0,5897.0,945.0,2233.0,8232.0,768.0
21147,0.0,0.0,0.0,351.0,327.0,80.0,30.0,0.0,470.0
21149,0.0,0.0,104.0,150.0,196.0,0.0,4.0,130.0,121.0
21151,0.0,0.0,2212.0,4911.0,4827.0,527.0,2347.0,4818.0,2089.0
21153,0.0,0.0,0.0,0.0,236.0,0.0,94.0,408.0,75.0
21155,50.0,0.0,214.0,3880.0,702.0,144.0,0.0,1239.0,5.0
21157,9.0,0.0,1432.0,2377.0,1543.0,358.0,447.0,799.0,408.0
21159,0.0,26.0,158.0,0.0,265.0,0.0,0.0,0.0,495.0
21161,9.0,0.0,449.0,1144.0,1307.0,170.0,0.0,0.0,353.0
21163,16.0,135.0,681.0,876.0,612.0,139.0,226.0,0.0,267.0
21165,0.0,0.0,0.0,107.0,97.0,0.0,0.0,0.0,139.0
21167,0.0,0.0,338.0,1982.0,667.0,124.0,0.0,799.0,231.0
21169,0.0,0.0,0.0,489.0,158.0,44.0,31.0,570.0,86.0
21171,62.0,0.0,280.0,592.0,383.0,96.0,40.0,0.0,146.0
21173,0.0,0.0,0.0,3202.0,1478.0,290.0,279.0,0.0,350.0
21175,0.0,0.0,0.0,361.0,208.0,107.0,96.0,0.0,569.0
21177,145.0,110.0,609.0,903.0,1125.0,148.0,293.0,0.0,709.0
21179,0.0,0.0,1466.0,5690.0,2037.0,380.0,455.0,2040.0,513.0
21181,0.0,0.0,0.0,132.0,94.0,20.0,12.0,140.0,0.0
21183,82.0,0.0,178.0,2326.0,828.0,76.0,0.0,0.0,239.0
21185,0.0,0.0,1276.0,1774.0,1885.0,1911.0,838.0,2389.0,1098.0
21187,20.0,0.0,33.0,85.0,188.0,21.0,28.0,0.0,142.0
21189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
21191,0.0,0.0,0.0,281.0,180.0,83.0,0.0,0.0,160.0
21193,8.0,593.0,253.0,127.0,1642.0,257.0,10.0,3604.0,515.0
21195,0.0,0.0,555.0,668.0,3490.0,654.0,605.0,75.0,991.0
21197,0.0,0.0,0.0,385.0,368.0,68.0,0.0,287.0,262.0
21199,0.0,0.0,1223.0,3528.0,3440.0,730.0,802.0,6046.0,1092.0
21201,0.0,0.0,0.0,0.0,0.0,0.0,6.0,85.0,21.0
21203,0.0,0.0,0.0,214.0,291.0,82.0,162.0,0.0,156.0
21205,0.0,0.0,0.0,1389.0,1347.0,254.0,0.0,24.0,643.0
21207,10.0,0.0,0.0,1941.0,745.0,153.0,23.0,955.0,316.0
21209,0.0,0.0,661.0,12946.0,1972.0,275.0,0.0,2441.0,737.0
21211,179.0,0.0,817.0,3531.0,2480.0,365.0,481.0,1357.0,1002.0
21213,55.0,0.0,382.0,2737.0,1168.0,142.0,99.0,578.0,235.0
21215,0.0,0.0,235.0,0.0,261.0,71.0,6.0,0.0,180.0
21217,0.0,0.0,0.0,1173.0,1565.0,335.0,195.0,27.0,143.0
21219,0.0,0.0,145.0,550.0,325.0,87.0,55.0,0.0,190.0
21221,0.0,0.0,130.0,278.0,434.0,78.0,0.0,373.0,216.0
21223,0.0,0.0,81.0,0.0,78.0,75.0,28.0,77.0,60.0
21225,0.0,0.0,152.0,952.0,538.0,106.0,331.0,0.0,203.0
21227,132.0,37.0,3636.0,12281.0,8505.0,1727.0,2409.0,10395.0,2184.0
21229,0.0,0.0,335.0,1273.0,266.0,0.0,49.0,458.0,167.0
21231,0.0,0.0,55.0,983.0,681.0,0.0,0.0,0.0,291.0
21233,81.0,8.0,424.0,334.0,270.0,70.0,0.0,0.0,188.0
21235,0.0,0.0,212.0,1172.0,1520.0,254.0,3.0,0.0,626.0
21237,0.0,0.0,0.0,26.0,150.0,0.0,15.0,0.0,38.0
21239,0.0,0.0,383.0,1461.0,730.0,166.0,461.0,22.0,731.0
21999,15.0,106.0,2220.0,731.0,1516.0,6154.0,5885.0,1853.0,1146.0
22000,7863.0,27557.0,144051.0,140577.0,215465.0,56923.0,98507.0,328603.0,94782.0
22001,155.0,134.0,1163.0,1394.0,2191.0,391.0,323.0,2330.0,461.0
22003,96.0,117.0,40.0,744.0,669.0,83.0,0.0,1003.0,844.0
22005,55.0,116.0,9941.0,7630.0,6140.0,838.0,2162.0,3245.0,1092.0
22007,168.0,19.0,525.0,801.0,423.0,114.0,74.0,0.0,204.0
22009,0.0,0.0,757.0,364.0,1438.0,371.0,297.0,0.0,1064.0
22011,329.0,43.0,532.0,922.0,1224.0,463.0,607.0,1313.0,357.0
22013,111.0,287.0,40.0,1099.0,235.0,115.0,13.0,593.0,179.0
22015,166.0,1276.0,2067.0,1989.0,6387.0,942.0,2481.0,5247.0,3081.0
22017,150.0,2010.0,5038.0,6589.0,12255.0,2519.0,4257.0,26079.0,3717.0
22019,102.0,242.0,8768.0,10444.0,10755.0,1743.0,3728.0,12190.0,4185.0
22021,0.0,0.0,0.0,55.0,266.0,0.0,80.0,609.0,179.0
22023,38.0,22.0,1261.0,1322.0,119.0,0.0,13.0,53.0,235.0
22025,0.0,0.0,208.0,44.0,228.0,0.0,238.0,0.0,237.0
22027,37.0,255.0,55.0,123.0,306.0,0.0,32.0,0.0,156.0
22029,74.0,120.0,210.0,274.0,804.0,119.0,133.0,0.0,373.0
22031,60.0,1213.0,1391.0,851.0,846.0,173.0,84.0,0.0,453.0
22033,45.0,260.0,30854.0,10849.0,24513.0,11261.0,19280.0,44822.0,17730.0
22035,158.0,0.0,7.0,67.0,110.0,19.0,16.0,0.0,12.0
22037,53.0,51.0,229.0,367.0,386.0,107.0,95.0,0.0,847.0
22039,85.0,20.0,266.0,562.0,1047.0,245.0,82.0,2352.0,395.0
22041,71.0,22.0,118.0,194.0,865.0,150.0,120.0,0.0,304.0
22043,56.0,0.0,189.0,0.0,287.0,0.0,41.0,273.0,870.0
22045,316.0,1782.0,1490.0,3142.0,2942.0,691.0,551.0,3663.0,739.0
22047,166.0,41.0,2725.0,5238.0,974.0,189.0,143.0,1.0,1650.0
22049,0.0,0.0,0.0,0.0,443.0,101.0,72.0,764.0,303.0
22051,40.0,175.0,11661.0,8571.0,24805.0,7518.0,10535.0,35030.0,6155.0
22053,123.0,128.0,502.0,377.0,1291.0,247.0,159.0,27.0,622.0
22055,49.0,6576.0,6931.0,9818.0,16846.0,3648.0,9215.0,26502.0,3594.0
22057,131.0,1535.0,3077.0,2728.0,3603.0,618.0,824.0,4701.0,1309.0
22059,169.0,209.0,116.0,435.0,591.0,125.0,0.0,0.0,282.0
22061,114.0,169.0,846.0,1168.0,2621.0,518.0,736.0,3038.0,492.0
22063,95.0,74.0,2742.0,2592.0,5186.0,587.0,962.0,2786.0,1058.0
22065,63.0,0.0,17.0,256.0,318.0,58.0,0.0,30.0,223.0
22067,0.0,0.0,287.0,445.0,871.0,171.0,0.0,0.0,320.0
22069,140.0,29.0,503.0,2901.0,1595.0,394.0,0.0,1567.0,642.0
22071,272.0,895.0,3915.0,4554.0,13147.0,4898.0,15496.0,28002.0,11832.0
22073,108.0,101.0,3988.0,4618.0,8306.0,2636.0,2705.0,14629.0,2608.0
22075,56.0,542.0,1237.0,2202.0,581.0,83.0,88.0,514.0,340.0
22077,0.0,0.0,281.0,341.0,915.0,198.0,115.0,0.0,313.0
22079,637.0,75.0,3094.0,3642.0,7013.0,1324.0,1790.0,15238.0,3339.0
22081,0.0,0.0,67.0,341.0,243.0,86.0,50.0,558.0,192.0
22083,175.0,30.0,258.0,595.0,771.0,188.0,111.0,0.0,305.0
22085,182.0,29.0,159.0,855.0,810.0,190.0,130.0,0.0,367.0
22087,0.0,0.0,1114.0,1801.0,1693.0,164.0,0.0,964.0,718.0
22089,8.0,51.0,5465.0,4661.0,1449.0,315.0,812.0,1216.0,738.0
22091,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,113.0
